epoch,accuracy,loss,mae,val_accuracy,val_loss,val_mae
0,1.4834934063401306e-06,0.11148912459611893,0.20875059068202972,2.543131586207892e-06,366027.5,509.65740966796875
1,0.0,0.0,0.0,0.0,0.0,0.0
2,1.4834934063401306e-06,0.016806427389383316,0.09169243276119232,2.543131586207892e-06,17241.6796875,104.64073181152344
