Subject,Avg_PSNR,StdDev_PSNR,Avg_MAE,StdDev_MAE,Avg_SSIM,StdDev_SSIM
TOW143,21.874257560770957,1.4361203194342915,50.4457402047822,3.7247181173027375,0.6808572840846966,0.024771815385093644
TOW144,22.67587224582769,1.538926389503427,60.142893636067704,5.518703152123349,0.6997356861317914,0.034367779349763206
TOW146,23.72296304766015,1.6927984727317475,73.3339735144413,4.258365637471502,0.7716563563535767,0.0222489467324923
TOW201,93.24629196122375,135.88237254522465,55.385753699100384,28.32154149703203,0.8314006723966489,0.08645195609052023
TOW213,25.320986977095014,1.280361319335165,36.09708583392519,4.839996133435353,0.7779757691842356,0.030174538196520606
TOW216,91.70754773945099,136.66227314320548,51.51152997011127,26.764840453846528,0.8046893021224126,0.10046648000150322
TOW218,93.78694735583562,135.61268256287036,51.56966552734375,26.437739249702915,0.8310643332753765,0.08769907661599091
TOW224,94.54033032000929,135.2248806499419,70.16006271454782,35.68885958129805,0.8598517553832095,0.07340899114604042
TOW239,21.89831142784055,1.909300531957307,72.83661186079546,4.946342416194157,0.7059615830104562,0.019769476613527338
TOW246,26.189178839912657,1.3815891380796415,51.225042961351804,7.483140174978641,0.8097066279515361,0.015814051720464555
TOW247,20.09337020660044,2.0293789154424586,66.48362168560605,4.726232665385507,0.6068436718106652,0.0344666725802441
TOW248,92.51352958205429,136.2610249648647,47.84133963660038,24.459165624580315,0.8290686532647243,0.08923094705607412
TOW251,93.88669185901969,135.55707936622503,44.180860891631156,23.11611957935578,0.8401706398830979,0.08301186909076023
TOW254,93.7857292288214,135.60686042380993,40.88818049390388,21.32273337611151,0.8321578712647186,0.08738740247460332
TOW257,92.18152489672113,136.4244643676144,54.32723194099196,27.76588860327947,0.81735760963203,0.09377971003458714
TOW259,94.56481902572443,135.2138040445384,41.824405103278885,21.801933645555383,0.8575154290837574,0.07406024411228022
TOW_VOL12,91.65233594725534,136.69853209257374,8.695553289240056,4.958202622043962,0.6190573377345673,0.19417604516922898
TOW_VOL13,93.81481576332956,135.59620030111407,50.41751372366241,25.868507669813347,0.8546827928251846,0.07556315224718652
TOW_VOL14,24.07771563299913,0.9807751350168895,69.0819931788589,5.824470719580047,0.7613057180460905,0.014887879076420453
TOW_VOL15,90.14557615595652,137.45401800521967,51.790666097005214,26.648538393226836,0.7688031287358673,0.11873428552563993
