Subject,Avg_PSNR,StdDev_PSNR,Avg_MAE,StdDev_MAE,Avg_SSIM,StdDev_SSIM
TOW143,22.95535509471625,1.3044144112606453,59.15470161686308,5.941062311266391,0.6948537757286591,0.02537883174524947
TOW144,22.758132621936465,2.2215894863580576,62.3406028049593,3.779341337654671,0.6970253122560741,0.04096116602988739
TOW146,24.908976815979678,1.7999278508451848,73.3361026164422,6.775948369627534,0.7764406349951822,0.019918693026432944
TOW201,36.94873679022827,21.826806998327683,62.93479079247335,32.114558733073586,0.8370979463531386,0.08395953153059375
TOW213,26.186606229246934,0.845873483243955,55.394319001648434,12.065801839347735,0.7828908782938169,0.030449783577499626
TOW216,34.823898020341694,22.94790968348685,52.71171051487093,27.544216067583807,0.8066063004913412,0.10025791130525126
TOW218,37.024682054493674,21.813787658742097,56.04319350273569,28.556363588517172,0.8405369467925358,0.08232159070027631
TOW224,38.708289870885366,21.005084365678467,65.5930655329335,33.43286223728898,0.8640240761924894,0.0717614970725829
TOW239,26.055405221269638,0.2159487654861863,76.81781712058739,2.3274848884677697,0.7462593030843504,0.006233060149400579
